SK_ID_CURR,TARGET
100001,0.05367264185660425
100005,0.11208415214996732
100013,0.031013731088936177
100028,0.04657741424381118
100038,0.12148441149406913
100042,0.06450745882539738
100057,0.024233098841657235
100065,0.07436788408524642
100066,0.020921425838000097
100067,0.2398999291189748
100074,0.07636020883281407
100090,0.06467920071450897
100091,0.12867096443316506
100092,0.19870335290698674
100106,0.055364612669333124
100107,0.10296574817482335
100109,0.06978088840871458
100117,0.02733648931905011
100128,0.1634329405557148
100141,0.02567323708409559
100150,0.02271484733176699
100168,0.02118104203667608
100169,0.06258544938079208
100170,0.05306115638042495
100171,0.027849855812135213
100172,0.08446268269325045
100184,0.1183810577420511
100187,0.08733127546783798
100212,0.052007072623852436
100222,0.08194488835694774
100223,0.027934804415386927
100232,0.028506818944188987
100241,0.11675069182730319
100245,0.03137148625528925
100253,0.03894616640245771
100256,0.10384966175947766
100271,0.020585844187009705
100278,0.1296667330718692
100280,0.012410732735511692
100306,0.08712583195192637
100311,0.17155996877252966
100312,0.020503679503898857
100330,0.08973527926965325
100331,0.03459969424022717
100352,0.09395088506679865
100358,0.09187481009095472
100367,0.04300979608174326
100382,0.19103486880143694
100384,0.0636155141486864
100385,0.09533917023722449
100386,0.05141118737865268
100399,0.037553787989113366
100404,0.09491578466187944
100416,0.03307007866168805
100422,0.05156843813247648
100426,0.06993054567668693
100438,0.037316723194113326
100444,0.1005895190698119
100445,0.10571507565357993
100446,0.17837790860914052
100447,0.042467335383331715
100450,0.06527351784336365
100466,0.036900779028216535
100483,0.04732722274641259
100484,0.018836730063087476
100494,0.06799169612698247
100510,0.15759903166249775
100512,0.03660670359938214
100517,0.02649770797071156
100548,0.08647826474373738
100551,0.03377804513784594
100552,0.11908520734705684
100553,0.029664827241571757
100561,0.24848386841746717
100568,0.2744265632572821
100569,0.04189686981842339
100591,0.04181671104889808
100592,0.023251940409641833
100602,0.06037163268645427
100607,0.04146484021897189
100613,0.05097432527652804
100617,0.14377261512539066
100618,0.065950032315121
100622,0.07648553950965166
100625,0.09884188660457037
100677,0.12115278607237695
100699,0.048242177190202185
100702,0.3143905268457629
100711,0.1452568735536171
100729,0.14500269914683647
100740,0.08719466791641871
100744,0.10502521405190958
100745,0.05473427363145996
100747,0.09266171773590823
100751,0.3608365561946312
100752,0.06808709208618272
100753,0.27762953754941144
100754,0.20489507006330057
100760,0.03663090045246001
100762,0.09478241370977353
100763,0.05963260662423373
100765,0.03998629048658386
100770,0.1546412640215745
100772,0.03765348369655366
100777,0.053420376256958786
100791,0.03585078444068076
100792,0.012450283268223505
100797,0.025588464195646043
100823,0.020854485380645955
100826,0.03892460570140652
100830,0.03734063727881795
100836,0.15633347017350174
100872,0.05556350637391999
100910,0.09542705051281394
100913,0.2560450875276586
100918,0.06513276265275819
100931,0.01867117367420605
100952,0.060821701389230876
100953,0.03691915702887879
100965,0.2443734210196432
100970,0.04066882478766364
100982,0.1202705692242857
100983,0.16266489436703424
100984,0.07613190340901485
100987,0.06522400996833749
100997,0.09970921844723712
100998,0.06876920889000591
101002,0.06534455625759633
101005,0.18141582924494898
101008,0.06250679775335206
101020,0.052683374625303474
101021,0.04722422214863158
101024,0.08449081969561123
101025,0.09645952406312644
101026,0.07317565341223226
101031,0.03282165532544322
101041,0.03680120667782642
101051,0.02265669506493505
101055,0.054596922729522705
101056,0.35739455648732343
101057,0.052299703619374506
101064,0.08483924740951675
101079,0.14538267694388238
101087,0.09705026609056873
101090,0.03041512417171313
101092,0.09613659034689831
101097,0.06520850812167693
101099,0.030124595413834433
101107,0.03643866779008166
101118,0.04429744620166872
101125,0.1458033158736549
101126,0.0317803637462847
101128,0.0250881878457034
101136,0.1445920476442998
101140,0.13460881341875422
101149,0.13014278033928015
101160,0.0721382410508916
101169,0.1296746090127451
101181,0.03874132805189124
101186,0.03416991733599429
101190,0.1142740021290832
101193,0.05751674562847523
101194,0.19650861957342192
101198,0.09628373629609384
101200,0.058651724526222776
101204,0.020511867908724786
101211,0.07312858273359728
101213,0.1256736078928571
101223,0.053135609035859725
101225,0.062275066262417265
101237,0.09542630016925137
101243,0.0916218864379339
101244,0.15975961970642572
101258,0.04426706561344841
101259,0.12221097411789468
101268,0.10267073478726028
101269,0.0232251355424187
101271,0.12780325283118762
101279,0.05442170385436351
101281,0.14425684319348753
101287,0.031097460637622885
101292,0.035851831928146505
101294,0.0498443601610851
101296,0.08248875845637671
101297,0.03846506803138702
101299,0.11830655242487768
101301,0.04008677319778408
101305,0.1049111035450959
101308,0.11554714301270479
101318,0.03078505421935629
101327,0.2585627276944944
101329,0.03943916596625445
101332,0.05889444266500908
101337,0.0532660127792226
101343,0.03966509165556552
101345,0.02674251566814141
101346,0.023468993095332798
101353,0.024398948997828716
101354,0.12331948967540138
101355,0.2360756819633176
101356,0.046871588644287095
101362,0.07273055152170975
101363,0.16449632417607335
101365,0.0278003419958937
101366,0.06605081271347908
101367,0.10809067034627658
101368,0.021830485059769693
101374,0.10493030909906262
101380,0.031266291068911094
101383,0.03514217902934784
101398,0.025543466281737794
101399,0.2759220805017168
101401,0.10825745721845535
101412,0.09256088382890312
101426,0.032652021204570135
101427,0.3792545544430962
101428,0.10524339014875707
101429,0.11672793280135768
101434,0.0346987655770415
101440,0.03282969393104981
101448,0.050523860223756746
101449,0.07086949006910521
